idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
33,2,Premium,31.24,199,128,4,4.4,debito,computer
34,24,Basico,32.27,52,169,3,3.9,boleto,smart_tv
30,17,Basico,52.46,103,100,0,2.8,boleto,smart_tv
22,56,Premium,24.35,20,91,5,4.8,debito,mobile
36,53,Basico,46.84,4,85,3,4.6,boleto,computer
44,16,Basico,30.10,90,177,0,3.9,debito,smart_tv
21,35,Standard,55.93,85,109,3,1.4,boleto,computer
39,9,Basico,24.91,29,13,0,2.6,debito,smart_tv
65,23,Basico,45.57,95,48,3,1.4,boleto,smart_tv
49,58,Standard,37.95,98,156,0,1.4,boleto,mobile
57,55,Premium,45.55,108,41,2,5,boleto,computer
28,52,Standard,56.02,38,39,0,3.5,debito,smart_tv
31,16,Standard,41.75,74,107,5,4.8,credito,smart_tv
58,38,Standard,36.54,172,83,5,1.3,boleto,computer
36,31,Premium,23.02,47,167,4,2.5,credito,computer
23,51,Standard,37.10,169,125,5,4.9,debito,mobile
45,26,Basico,23.85,83,142,2,1.8,boleto,computer
46,39,Premium,30.80,39,40,3,1.1,credito,smart_tv
48,58,Standard,38.40,192,43,4,2.6,boleto,smart_tv
28,30,Standard,45.90,185,30,2,5,credito,mobile
42,52,Basico,59.51,167,11,0,3.9,debito,smart_tv
57,15,Premium,56.86,53,168,5,1.6,debito,smart_tv
25,22,Premium,58.94,96,147,0,1.1,boleto,mobile
59,49,Basico,20.42,112,94,0,4.1,boleto,computer
19,56,Standard,33.94,118,124,4,1.5,debito,smart_tv
50,40,Basico,20.49,134,108,4,1.6,credito,smart_tv
51,37,Basico,44.81,25,73,0,1.3,boleto,smart_tv
61,1,Standard,25.88,55,134,1,1.1,debito,mobile
40,59,Standard,21.72,63,39,0,2.1,debito,mobile
62,23,Standard,58.40,100,61,5,4.1,debito,mobile
35,46,Basico,45.17,182,22,3,1.3,boleto,smart_tv
51,10,Premium,50.65,156,22,5,4.2,credito,computer
24,42,Basico,28.11,195,24,0,3.9,debito,smart_tv
21,56,Standard,26.03,9,42,5,4.1,boleto,smart_tv
67,19,Basico,38.98,75,40,5,1.6,credito,smart_tv
71,24,Premium,58.83,115,39,2,1.4,boleto,mobile
46,10,Standard,42.43,116,19,2,2.6,debito,computer
21,1,Standard,51.56,21,89,2,1.5,debito,smart_tv
61,39,Premium,24.88,3,13,4,3.3,debito,mobile
21,50,Basico,57.74,149,176,3,1,boleto,computer
70,36,Standard,30.71,159,45,1,5,debito,smart_tv
21,21,Basico,35.40,120,89,0,2.4,debito,mobile
48,27,Standard,34.90,97,54,4,1,boleto,smart_tv
72,10,Basico,29.56,88,18,3,2.9,debito,computer
46,29,Basico,58.68,63,111,2,3.8,debito,smart_tv
42,35,Basico,56.07,189,139,0,1.6,debito,smart_tv
73,12,Basico,41.60,198,127,4,1.7,debito,smart_tv
50,25,Standard,29.40,103,19,2,1.1,boleto,mobile
43,45,Basico,29.20,125,53,0,4,boleto,smart_tv
62,15,Basico,51.84,132,51,1,3.9,credito,smart_tv
63,22,Premium,25.83,23,33,1,4.2,credito,mobile
61,15,Premium,24.65,140,113,0,2.8,credito,computer
23,12,Basico,53.55,159,139,3,2.8,credito,smart_tv
40,52,Standard,40.32,18,50,0,2,debito,mobile
72,45,Basico,22.87,182,140,5,2.7,debito,mobile
54,27,Standard,20.78,137,161,0,3.5,boleto,mobile
25,5,Basico,34.58,147,158,3,3,credito,smart_tv
65,45,Standard,35.62,146,28,4,1.1,credito,computer
41,45,Standard,58.53,1,55,0,4.3,boleto,mobile
35,15,Standard,49.28,194,110,5,4.7,credito,computer
41,40,Standard,58.31,117,12,1,2.4,credito,computer
32,58,Premium,59.27,37,125,0,3.3,credito,mobile
31,55,Premium,24.11,131,88,5,4.8,credito,smart_tv
51,31,Basico,28.75,89,131,1,3.7,boleto,smart_tv
27,53,Premium,44.28,58,26,3,1.1,debito,mobile
40,40,Basico,36.17,21,155,4,1.1,debito,mobile
52,31,Premium,55.72,65,58,0,3.2,credito,mobile
67,21,Basico,45.70,168,88,3,1.4,credito,smart_tv
23,50,Standard,36.60,152,59,1,4,credito,smart_tv
55,11,Premium,48.58,50,44,5,1.7,debito,computer
35,23,Basico,20.20,182,39,3,2.1,debito,mobile
38,4,Basico,53.13,31,61,2,1.6,boleto,computer
56,13,Basico,28.53,14,79,1,3.2,boleto,smart_tv
50,6,Basico,21.89,75,164,1,3.4,boleto,smart_tv
57,36,Premium,45.31,66,161,5,3,credito,mobile
19,59,Basico,31.40,135,92,1,1.6,debito,mobile
39,26,Premium,25.62,95,27,1,2,debito,computer
57,20,Basico,27.64,16,79,4,2.1,debito,mobile
22,11,Standard,42.20,21,42,4,1.7,boleto,computer
25,6,Basico,44.46,97,63,3,2.2,debito,mobile
71,35,Basico,36.07,195,135,1,4.2,credito,computer
47,20,Premium,57.57,75,97,0,4.5,debito,mobile
47,32,Premium,47.52,139,179,3,4.3,credito,smart_tv
45,46,Premium,42.03,118,68,5,2.5,credito,smart_tv
60,38,Basico,51.78,192,50,3,2.1,boleto,smart_tv
37,15,Premium,43.32,168,158,5,1.2,debito,smart_tv
37,56,Premium,31.44,115,71,5,4.9,credito,computer
58,45,Premium,21.90,64,132,2,4.6,debito,smart_tv
51,15,Basico,21.47,180,159,2,1.9,debito,smart_tv
27,22,Standard,56.69,132,180,3,1.8,boleto,computer
25,14,Premium,42.71,14,77,0,2.7,boleto,smart_tv
71,56,Standard,35.64,96,127,5,4.1,boleto,smart_tv
52,16,Basico,54.38,93,134,2,2.1,debito,smart_tv
33,6,Premium,41.00,11,149,5,1.8,boleto,computer
32,39,Premium,59.33,132,27,1,2.3,boleto,smart_tv
34,27,Basico,33.93,91,20,1,2.6,boleto,mobile
54,33,Premium,23.70,4,98,0,3.3,debito,smart_tv
27,17,Premium,31.23,17,44,4,4.8,credito,computer
30,6,Basico,51.36,17,88,4,4.2,debito,mobile
62,21,Basico,54.27,155,74,1,2.4,boleto,smart_tv
73,59,Basico,26.29,26,76,1,4.9,debito,smart_tv
19,16,Premium,34.90,55,153,0,3.4,boleto,smart_tv
39,52,Standard,23.87,196,141,1,3.9,boleto,computer
63,33,Basico,27.57,16,11,2,3,boleto,smart_tv
57,12,Basico,30.01,61,151,4,3.2,credito,computer
59,57,Standard,40.57,169,58,2,1.3,boleto,mobile
71,59,Standard,36.88,193,62,5,1.2,credito,smart_tv
22,54,Premium,52.29,7,127,1,3.2,boleto,mobile
37,11,Premium,28.40,118,142,4,4.7,credito,smart_tv
52,54,Basico,27.66,114,136,0,4.8,boleto,mobile
31,38,Premium,22.80,33,168,0,4,boleto,mobile
52,57,Basico,48.92,107,13,1,3,credito,mobile
31,52,Basico,24.65,37,58,5,4.3,debito,mobile
18,38,Premium,43.14,33,89,0,2.2,credito,mobile
30,6,Basico,46.06,175,79,3,4.4,credito,smart_tv
50,38,Basico,56.93,107,66,3,2.7,debito,computer
44,45,Premium,57.69,124,35,2,4.9,boleto,computer
49,47,Premium,32.75,69,102,2,2.1,debito,computer
25,42,Premium,23.79,153,130,4,2.1,debito,computer
59,58,Basico,57.36,75,84,5,4.4,debito,smart_tv
55,24,Basico,36.78,53,155,4,4.9,boleto,smart_tv
23,16,Basico,47.75,3,167,3,2.7,boleto,computer
22,3,Basico,46.77,144,135,1,1.5,boleto,mobile
74,16,Premium,44.12,109,110,0,4.3,credito,smart_tv
50,32,Standard,46.33,2,98,3,4.1,credito,smart_tv
39,43,Premium,35.74,152,24,1,2,debito,mobile
50,17,Premium,58.91,46,77,5,4.8,boleto,computer
26,19,Basico,26.85,61,102,4,2.8,boleto,computer
65,45,Basico,45.12,19,62,2,4.4,debito,computer
40,3,Basico,47.39,88,34,3,2.7,boleto,mobile
21,51,Standard,29.75,49,83,5,5,credito,mobile
59,41,Standard,26.56,65,56,3,1.7,boleto,smart_tv
60,37,Premium,26.37,87,32,5,3.2,debito,smart_tv
69,22,Premium,23.53,176,89,5,2,boleto,smart_tv
37,6,Standard,46.88,25,44,5,4.1,credito,smart_tv
59,60,Premium,52.18,197,38,0,4.8,boleto,smart_tv
75,59,Premium,58.79,13,122,3,2.6,boleto,smart_tv
74,43,Basico,49.26,37,99,3,1.5,boleto,computer
66,40,Basico,46.76,85,41,0,3,credito,computer
40,11,Basico,51.13,199,40,5,2.1,credito,smart_tv
67,19,Basico,24.38,57,171,5,2.8,debito,mobile
44,50,Basico,56.35,12,174,1,1.2,credito,smart_tv
30,16,Basico,20.97,178,86,0,4.3,boleto,computer
24,37,Standard,21.69,84,146,2,2.5,credito,computer
31,48,Basico,42.82,46,123,2,2.3,debito,mobile
58,7,Basico,22.40,170,177,1,3.5,debito,computer
28,41,Standard,41.12,104,75,1,1.9,debito,mobile
24,44,Standard,30.23,103,20,2,4.9,debito,computer
62,46,Premium,44.08,72,16,2,3.1,boleto,computer
22,34,Basico,36.35,116,63,0,1.4,credito,smart_tv
62,15,Standard,43.94,159,67,2,4.4,credito,computer
50,12,Basico,22.49,115,145,0,3.5,debito,smart_tv
64,54,Basico,39.28,146,126,5,4.1,credito,computer
28,24,Basico,21.57,186,12,0,3.5,debito,mobile
31,50,Premium,56.47,132,52,2,3.4,debito,smart_tv
34,38,Standard,47.42,129,113,1,3.9,boleto,smart_tv
67,26,Basico,20.18,56,29,0,4.9,credito,computer
73,3,Standard,31.70,117,54,2,3.6,credito,smart_tv
26,2,Basico,34.75,169,60,5,4.7,credito,computer
48,47,Standard,29.02,48,131,4,3.3,credito,mobile
46,13,Basico,34.44,11,37,5,4.6,credito,computer
26,14,Standard,55.02,163,61,1,4,credito,smart_tv
24,12,Basico,34.65,29,127,2,4.1,debito,smart_tv
24,43,Basico,48.38,77,24,2,2.9,boleto,smart_tv
38,28,Premium,28.35,25,151,3,4.7,boleto,computer
73,58,Standard,32.02,95,101,0,3.8,credito,mobile
72,44,Standard,21.93,51,175,5,1.8,debito,computer
67,15,Standard,51.70,10,120,0,1.2,boleto,smart_tv
60,41,Basico,50.29,84,11,2,4.1,debito,mobile
72,15,Premium,54.16,126,165,3,2.7,credito,mobile
22,53,Premium,46.04,159,54,4,3.1,debito,smart_tv
73,21,Standard,44.31,73,28,0,2.8,boleto,smart_tv
27,32,Basico,58.02,122,100,5,2.4,boleto,computer
36,54,Basico,21.67,104,39,5,1.8,debito,smart_tv
71,17,Standard,22.20,34,153,3,1.7,credito,mobile
50,55,Basico,49.89,166,65,1,1.3,credito,computer
37,2,Premium,26.78,156,70,0,4.3,credito,computer
52,13,Basico,30.62,174,158,5,2.5,credito,mobile
56,57,Standard,53.13,151,91,4,2.4,credito,smart_tv
37,27,Standard,54.12,193,154,3,3.6,boleto,computer
62,27,Standard,27.26,122,121,0,3.9,boleto,computer
65,60,Premium,52.54,158,40,2,2.9,credito,mobile
53,52,Standard,45.79,133,78,0,2.9,credito,computer
40,6,Premium,48.15,163,164,2,5,debito,smart_tv
66,33,Premium,43.54,73,172,5,4.9,boleto,mobile
18,1,Basico,27.67,62,67,4,2.4,debito,mobile
60,7,Basico,39.45,165,111,2,3.6,credito,computer
66,51,Standard,55.36,73,108,5,3.4,boleto,smart_tv
39,21,Standard,48.51,78,122,0,3.8,debito,mobile
43,33,Standard,35.30,135,75,0,2.9,boleto,mobile
56,15,Standard,36.67,95,103,1,3.8,boleto,computer
43,51,Standard,58.59,132,13,4,4.3,credito,computer
22,38,Standard,40.34,11,20,3,4.8,debito,mobile
36,14,Standard,59.75,114,147,1,3.2,credito,mobile
46,20,Standard,57.97,44,171,4,1.6,debito,mobile
40,39,Basico,44.99,60,92,4,3.9,boleto,computer
40,57,Basico,36.77,46,44,4,2.9,boleto,mobile
40,23,Premium,59.78,66,168,0,2.4,debito,computer
46,31,Premium,50.29,158,15,5,2.1,credito,mobile
42,36,Basico,39.96,178,168,4,4.8,boleto,mobile
56,34,Standard,46.90,187,104,3,4.4,debito,computer
56,10,Basico,51.98,181,40,5,4.3,credito,computer
30,27,Standard,41.89,117,124,5,4.4,boleto,smart_tv
22,34,Basico,53.29,41,73,1,1.6,debito,smart_tv
28,60,Basico,33.47,3,93,4,1.5,boleto,smart_tv
31,5,Basico,52.88,180,135,5,1.1,credito,smart_tv
41,30,Premium,47.76,173,56,4,1.8,credito,smart_tv
50,22,Basico,58.63,102,10,2,3.3,debito,smart_tv
27,17,Premium,36.55,56,110,5,3.3,boleto,smart_tv
44,5,Premium,36.73,196,152,1,1,credito,computer
59,59,Premium,27.19,192,15,5,3.9,debito,mobile
47,42,Standard,36.22,5,65,1,1.5,boleto,mobile
69,35,Premium,27.86,69,97,2,5,boleto,computer
50,48,Premium,41.56,112,63,0,2.2,credito,smart_tv
49,43,Basico,21.82,9,33,1,3.7,credito,computer
25,19,Standard,43.25,74,54,0,3.4,credito,mobile
35,58,Standard,58.61,63,56,5,5,credito,smart_tv
54,10,Standard,58.54,79,17,5,2.9,debito,computer
72,37,Standard,34.49,41,48,2,4.6,boleto,smart_tv
52,52,Standard,40.38,40,12,0,1,boleto,mobile
45,39,Basico,58.43,20,128,4,3.8,debito,mobile
53,56,Standard,53.53,106,19,2,4.1,credito,computer
26,37,Premium,48.24,118,120,3,3.8,debito,smart_tv
66,6,Premium,43.81,86,87,1,2.6,debito,smart_tv
41,26,Premium,53.25,169,31,1,3.1,debito,smart_tv
65,35,Premium,36.33,189,33,0,2.6,credito,computer
22,52,Premium,35.21,9,71,3,4.6,boleto,computer
24,11,Standard,58.53,48,68,3,1.2,credito,computer
22,9,Standard,25.28,108,19,4,1.7,credito,computer
31,53,Basico,47.16,192,38,2,3.1,credito,smart_tv
39,4,Basico,58.12,155,118,1,3.8,credito,mobile
66,39,Premium,35.22,103,133,3,3.5,debito,computer
56,23,Premium,56.73,3,43,3,4.9,credito,computer
47,24,Basico,32.00,120,56,3,3.3,boleto,mobile
50,21,Basico,29.75,199,107,5,2.7,debito,computer
32,6,Basico,31.98,173,16,2,4.4,credito,computer
37,8,Standard,40.65,35,124,1,1.9,debito,mobile
34,2,Basico,55.89,152,132,1,2.3,debito,smart_tv
56,39,Premium,50.65,41,173,4,1.4,credito,computer
37,42,Standard,47.09,173,95,3,2.9,debito,mobile
51,60,Premium,52.02,63,156,3,5,credito,mobile
59,30,Standard,52.30,167,107,0,4.7,debito,smart_tv
65,37,Basico,26.84,189,112,0,3.1,credito,computer
43,47,Basico,41.62,68,96,4,3.7,boleto,mobile
46,46,Premium,50.23,37,17,0,3.5,debito,smart_tv
53,35,Standard,44.38,85,109,2,5,credito,mobile
46,12,Basico,32.91,71,113,1,2,credito,smart_tv
53,40,Standard,20.12,157,119,1,3,credito,smart_tv
67,50,Standard,39.63,171,133,3,2.8,credito,mobile
40,39,Standard,28.76,18,62,2,3.9,boleto,computer
69,12,Premium,23.59,4,98,0,4.1,credito,computer
27,4,Premium,32.12,118,25,2,3.4,boleto,computer
49,43,Basico,54.09,54,53,2,2.2,debito,computer
68,25,Premium,22.10,158,99,1,2.1,boleto,mobile
58,23,Premium,24.03,104,92,0,2.3,credito,mobile
56,2,Premium,22.72,193,12,2,2,credito,computer
48,12,Standard,55.33,56,38,4,4.6,debito,smart_tv
25,5,Basico,49.80,64,144,1,4.3,credito,computer
72,27,Basico,59.48,118,93,0,2.3,debito,mobile
52,10,Basico,29.29,104,126,3,2,boleto,smart_tv
41,35,Basico,49.92,155,114,2,4.7,boleto,smart_tv
22,40,Premium,49.17,166,176,5,3.4,boleto,computer
24,2,Standard,31.25,89,116,1,1,debito,smart_tv
74,44,Standard,52.87,140,37,3,4.8,boleto,smart_tv
35,48,Standard,53.30,166,109,2,4.9,boleto,smart_tv
28,10,Standard,47.34,151,152,4,2,credito,smart_tv
24,24,Standard,41.87,44,67,2,4.5,credito,smart_tv
48,37,Standard,37.79,99,91,3,2.4,boleto,mobile
43,60,Basico,56.17,69,122,0,1.2,debito,computer
71,59,Premium,57.80,0,152,4,2.8,boleto,computer
69,26,Standard,28.17,182,68,2,1.9,debito,computer
49,35,Premium,40.09,151,26,1,3.5,boleto,smart_tv
64,55,Standard,40.41,62,35,3,4.3,boleto,smart_tv
18,29,Premium,20.71,132,76,0,1.5,boleto,mobile
51,18,Standard,52.78,146,117,1,3.9,debito,computer
47,5,Premium,33.70,27,35,1,2.7,debito,smart_tv
55,38,Standard,42.69,36,57,4,4.2,credito,smart_tv
57,3,Standard,42.02,195,179,5,2,boleto,mobile
65,14,Basico,38.49,98,171,2,1.1,credito,smart_tv
34,43,Standard,39.48,179,47,0,2.7,debito,mobile
21,3,Standard,24.03,91,133,1,1.4,debito,mobile
72,48,Premium,47.32,173,17,3,1.7,boleto,mobile
43,23,Basico,44.78,183,72,1,2.1,credito,mobile
57,52,Premium,54.31,67,137,5,3.1,credito,computer
71,57,Standard,30.16,95,88,4,1.2,credito,smart_tv
74,28,Premium,27.83,78,81,4,1.3,debito,computer
29,15,Standard,52.97,149,39,0,4.2,boleto,smart_tv
66,37,Basico,21.27,17,162,3,1.4,credito,smart_tv
53,10,Premium,35.60,13,15,3,1.6,boleto,computer
26,33,Premium,47.35,197,67,3,3.6,boleto,smart_tv
73,56,Basico,26.42,108,51,1,4.4,debito,mobile
43,54,Standard,54.71,95,143,5,4.3,boleto,computer
65,13,Standard,28.87,68,83,0,1,credito,computer
33,31,Basico,35.32,179,53,3,4,boleto,mobile
58,21,Basico,23.37,134,168,2,1.9,debito,computer
64,27,Premium,45.73,69,147,2,4.2,boleto,computer
63,32,Premium,57.59,11,109,5,4.7,boleto,computer
21,48,Premium,26.57,25,131,1,2.6,credito,mobile
21,10,Premium,52.89,77,149,4,4.8,boleto,smart_tv
26,7,Standard,32.33,186,160,2,4.2,credito,computer
30,53,Premium,38.89,117,15,4,4.2,boleto,computer
64,44,Standard,42.30,142,107,0,4.3,credito,smart_tv
24,45,Premium,55.99,20,69,3,4.2,debito,mobile
21,4,Basico,20.91,151,113,5,1.9,credito,mobile
38,31,Basico,32.42,164,75,5,2.1,boleto,smart_tv
46,25,Standard,37.04,185,17,0,3.4,credito,computer
55,44,Basico,21.58,101,98,3,1.3,credito,mobile
65,55,Standard,26.69,59,146,0,1.3,debito,computer
22,14,Standard,30.91,40,80,1,2.3,debito,smart_tv
27,25,Premium,41.23,82,64,2,1.9,credito,computer
46,55,Standard,26.49,196,148,1,4.9,boleto,smart_tv
63,15,Basico,56.46,141,42,3,1.2,credito,computer
46,60,Premium,38.92,180,106,3,4.8,debito,computer
74,31,Basico,23.82,158,154,2,2.9,credito,computer
52,11,Basico,48.46,70,156,4,1.2,credito,smart_tv
23,13,Basico,59.77,163,61,5,4.1,credito,computer
49,19,Premium,56.66,54,66,0,1.5,boleto,computer
54,29,Basico,53.82,79,48,5,2.2,debito,mobile
22,6,Premium,48.35,190,175,1,1.4,debito,mobile
26,49,Basico,30.03,19,176,4,2.6,debito,mobile
64,37,Standard,35.52,38,12,0,2.7,boleto,smart_tv
40,57,Standard,56.16,41,76,1,3.3,boleto,smart_tv
50,1,Standard,38.19,112,25,3,1.9,credito,mobile
29,9,Premium,48.15,128,55,2,1.6,debito,smart_tv
70,22,Premium,30.86,174,74,1,3.5,debito,smart_tv
66,50,Basico,29.55,196,168,4,3,debito,mobile
18,16,Premium,30.52,30,42,3,1.5,debito,computer
33,49,Basico,32.15,138,59,1,1.9,credito,computer
59,30,Basico,34.28,66,129,0,3.4,debito,computer
48,17,Standard,36.77,42,105,0,4.4,credito,computer
45,8,Standard,29.69,155,66,4,1.6,debito,computer
45,53,Basico,20.94,26,87,1,1.1,debito,mobile
69,3,Standard,51.09,102,17,0,2.9,boleto,mobile
26,27,Standard,26.27,45,143,2,2.2,boleto,mobile
58,23,Standard,55.50,105,57,4,3.6,debito,mobile
22,60,Standard,50.17,51,91,2,4.5,credito,computer
28,28,Standard,49.06,55,100,3,4.3,debito,computer
49,59,Basico,59.22,114,166,1,4.3,credito,computer
41,2,Basico,53.65,177,68,5,2.2,credito,smart_tv
46,32,Basico,55.76,171,30,0,3.2,boleto,mobile
54,18,Basico,58.07,193,36,2,1,credito,mobile
54,60,Premium,46.56,75,28,3,3,credito,mobile
50,54,Premium,47.18,181,49,1,4.5,debito,smart_tv
23,35,Premium,32.81,53,62,2,4.4,debito,computer
38,5,Basico,57.97,65,119,0,4.1,credito,computer
59,10,Premium,49.21,84,142,5,4.5,credito,smart_tv
52,44,Standard,39.24,185,27,4,4.5,credito,computer
40,40,Basico,54.06,89,154,5,1.3,boleto,mobile
43,13,Standard,23.33,104,138,0,2.5,debito,smart_tv
33,22,Basico,33.02,92,124,0,1.7,boleto,computer
68,51,Standard,51.50,59,13,4,2.6,debito,computer
64,52,Standard,27.64,158,129,4,3.1,debito,mobile
46,33,Basico,53.92,118,61,0,3.4,boleto,computer
65,49,Standard,49.80,95,81,4,4.2,credito,mobile
49,16,Standard,49.60,67,164,2,5,boleto,smart_tv
64,51,Premium,22.84,156,160,0,4.9,boleto,computer
75,6,Premium,31.29,94,54,3,4.4,credito,mobile
72,18,Basico,39.50,184,30,0,1.8,credito,smart_tv
38,43,Basico,45.19,71,132,5,1.9,debito,mobile
31,44,Premium,45.50,5,123,0,3.8,credito,smart_tv
43,14,Premium,51.88,124,26,2,4.2,debito,smart_tv
50,24,Basico,55.69,36,50,3,2.7,credito,smart_tv
46,2,Basico,55.81,200,100,3,1,boleto,computer
50,16,Standard,52.23,178,45,4,1.5,boleto,smart_tv
58,23,Standard,39.17,143,44,4,2.5,debito,mobile
72,41,Basico,44.17,42,84,4,1.6,debito,smart_tv
24,38,Basico,25.52,84,72,3,4.6,debito,computer
73,41,Premium,43.18,116,167,0,1.2,credito,smart_tv
54,21,Standard,55.38,32,138,1,3.9,boleto,mobile
52,37,Premium,50.13,93,138,4,4.5,credito,mobile
37,24,Standard,30.37,75,132,5,2,boleto,mobile
35,13,Premium,42.79,21,46,2,3.5,debito,computer
34,46,Basico,39.63,18,14,4,4.5,boleto,smart_tv
48,18,Standard,28.27,64,47,1,4.2,credito,mobile
75,59,Premium,23.80,67,106,2,2.7,credito,mobile
60,21,Basico,57.62,121,148,5,4.6,boleto,computer
62,34,Basico,49.09,135,41,3,2.2,debito,smart_tv
27,49,Standard,40.06,184,105,2,5,debito,computer
45,50,Premium,57.71,66,95,3,2.2,credito,mobile
25,8,Basico,40.70,74,101,3,3.7,debito,mobile
18,8,Standard,20.64,53,137,5,4.6,boleto,mobile
34,20,Premium,32.55,198,151,1,3.8,debito,computer
52,18,Premium,52.31,148,65,2,2,boleto,smart_tv
28,54,Basico,55.18,103,178,1,4.2,debito,mobile
48,1,Basico,46.71,69,76,1,4.5,credito,computer
70,26,Standard,45.43,100,105,0,3,boleto,computer
66,35,Basico,58.18,113,23,4,3.1,credito,smart_tv
35,4,Premium,56.48,28,10,0,1.9,debito,computer
70,55,Standard,48.58,41,161,4,4.7,debito,computer
34,29,Premium,54.13,101,116,4,2.4,boleto,mobile
54,13,Basico,33.37,154,69,5,3.2,boleto,smart_tv
40,56,Basico,23.02,130,137,3,1,credito,computer
64,7,Premium,56.21,51,164,0,4.8,boleto,smart_tv
46,24,Standard,34.90,64,64,1,2.9,credito,smart_tv
58,54,Basico,50.30,69,104,3,1.1,debito,computer
30,36,Premium,47.39,52,146,4,3.3,boleto,mobile
28,30,Basico,48.48,143,116,1,1.1,boleto,computer
25,38,Basico,52.17,64,35,5,3.6,debito,smart_tv
66,28,Basico,44.93,197,19,0,1.9,boleto,mobile
66,1,Basico,31.83,175,23,5,4.4,boleto,mobile
37,48,Standard,22.96,93,125,3,2.2,boleto,computer
68,54,Premium,51.70,173,168,4,4.5,credito,smart_tv
19,19,Basico,37.78,1,162,1,4.9,debito,mobile
28,15,Standard,41.88,125,49,2,1.9,debito,smart_tv
57,23,Standard,26.61,150,94,2,1.6,credito,smart_tv
25,6,Basico,49.62,98,169,4,2.8,debito,smart_tv
49,60,Basico,37.92,104,98,2,3.6,credito,mobile
26,11,Premium,42.36,91,95,3,4.9,debito,mobile
36,8,Basico,29.24,39,42,0,4.5,boleto,mobile
52,34,Basico,58.90,142,27,1,3.2,debito,smart_tv
61,13,Standard,39.38,150,122,5,2.5,boleto,computer
56,7,Basico,40.97,70,49,4,1.9,boleto,computer
24,59,Premium,51.99,35,95,2,1.6,credito,smart_tv
61,38,Basico,42.33,27,50,5,3.7,credito,computer
74,37,Basico,35.84,18,31,0,3.2,credito,smart_tv
57,59,Basico,40.45,82,111,5,1.6,boleto,mobile
71,56,Basico,52.05,76,157,0,1.2,debito,computer
24,24,Premium,32.15,168,29,3,4.9,credito,mobile
26,7,Premium,35.51,140,24,0,1.6,debito,mobile
66,16,Premium,49.88,154,48,4,2.3,debito,mobile
57,20,Basico,31.70,193,77,2,3,boleto,computer
74,19,Basico,29.80,160,151,5,4.5,debito,smart_tv
56,57,Standard,24.29,78,88,0,4.3,debito,computer
20,57,Premium,59.80,141,178,4,4.9,boleto,computer
58,37,Premium,59.52,101,163,4,2.4,debito,mobile
33,33,Premium,32.63,137,150,0,1.2,boleto,mobile
68,59,Basico,36.66,35,20,4,4.6,debito,computer
53,44,Basico,59.89,141,107,4,3.7,credito,mobile
52,15,Standard,38.03,124,69,0,2.8,boleto,mobile
39,10,Premium,52.90,63,75,4,2.1,credito,smart_tv
41,42,Standard,45.08,122,35,3,1,credito,smart_tv
19,11,Basico,25.79,125,71,1,3.8,boleto,computer
19,51,Premium,28.69,16,50,5,3.5,boleto,computer
70,37,Basico,36.19,14,69,4,2.3,boleto,smart_tv
58,47,Premium,33.32,86,152,5,3.1,boleto,mobile
46,16,Premium,31.64,173,75,2,4.6,debito,mobile
63,13,Basico,29.54,82,94,1,1.5,debito,computer
33,54,Premium,59.51,41,155,0,3.7,debito,smart_tv
47,24,Premium,43.88,105,178,0,2.4,debito,computer
66,38,Standard,36.11,80,65,5,2.3,boleto,smart_tv
49,24,Premium,29.77,155,163,2,2.9,credito,computer
57,33,Standard,55.83,99,130,0,2.9,debito,smart_tv
54,5,Standard,59.40,43,23,0,3.9,credito,smart_tv
26,15,Premium,54.32,35,106,2,1.3,debito,smart_tv
25,19,Standard,40.33,79,136,5,4.1,debito,computer
58,46,Basico,57.89,158,174,4,1.3,credito,mobile
62,20,Standard,41.60,22,169,3,2.3,debito,computer
31,30,Standard,26.27,3,104,2,3.5,debito,computer
68,15,Standard,55.29,66,66,3,4.1,boleto,mobile
51,57,Premium,44.94,189,72,0,2.2,boleto,smart_tv
58,55,Standard,59.73,79,13,2,4.4,boleto,smart_tv
52,37,Premium,48.65,165,138,4,4.5,boleto,smart_tv
58,39,Basico,28.36,45,87,2,1,credito,mobile
44,57,Basico,33.91,113,124,3,4.9,debito,mobile
69,7,Standard,36.66,105,123,2,4.7,boleto,computer
55,8,Standard,42.91,83,35,3,3.4,credito,mobile
62,2,Standard,22.44,38,142,0,2.3,boleto,computer
36,35,Premium,53.89,2,71,4,4.1,credito,mobile
68,34,Standard,56.72,61,75,3,3.1,debito,smart_tv
67,5,Standard,24.14,19,115,5,3.8,debito,mobile
73,19,Premium,50.31,77,25,1,3.1,credito,smart_tv
23,31,Premium,45.09,112,20,4,1.5,debito,mobile
69,26,Standard,33.24,56,160,1,3,credito,computer
