idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,tem_avaliacao_conteudo_media,tem_avaliacao_conteudo_ultimo_mes,tem_avaliacao_plataforma,visualizacoes_por_dia,engajamento_score,risco_score,inativo_flag
40,4,3,1,2,0,24.9,45,33,0,1,0,114,2,1,,,1.5,0,0,1,0.0,0.1831325301204819,0.0,0
26,0,3,1,2,0,24.9,6,6,0,0,20,76,3,5,4.0,,,1,0,0,0.6666666666666666,0.1975600515268621,0.0,0
49,0,3,1,2,2,49.9,1,12,0,0,73,148,1,5,,3.0,,0,1,0,2.433333333333333,0.5132227021292718,0.0687499999999999,0
41,1,1,1,2,1,38.0,7,71,0,0,0,40,1,5,2.0,,4.5,1,0,1,0.0,0.0642570281124498,0.3999999999999999,1
44,0,4,0,2,2,38.0,28,13,0,1,90,121,3,1,4.0,4.0,3.5,1,1,1,3.0,0.5340001515495946,0.0,0
33,0,1,1,1,1,38.0,48,18,0,2,12,61,1,5,4.0,5.0,4.5,1,1,1,0.4,0.1432749867394104,0.0,0
46,1,4,1,5,0,24.9,3,20,0,1,41,78,3,2,1.5,4.5,2.0,1,1,1,1.3666666666666667,0.2800181859513526,0.10625,0
26,2,3,1,5,1,38.0,2,30,0,1,10,96,3,0,2.0,5.0,5.0,1,1,1,0.3333333333333333,0.1919527165264833,0.1749999999999999,0
40,0,3,1,5,0,24.9,0,0,0,0,59,89,1,2,,,,0,0,0,1.9666666666666663,0.365613396984163,0.0,0
55,0,0,0,2,2,38.0,24,49,0,0,0,191,0,2,,,1.0,0,0,1,0.0,0.3068273092369478,0.1562499999999999,1
41,0,4,1,1,0,24.9,8,11,0,0,69,5,3,5,4.5,,2.0,1,0,1,2.3,0.2684094870046222,0.0187499999999999,0
23,1,1,1,1,1,38.0,1,14,0,3,9,25,3,5,,2.0,,0,1,0,0.3,0.0741229067212245,0.0812499999999999,0
39,1,1,1,3,0,24.9,27,21,0,0,12,51,2,2,4.0,5.0,1.5,1,1,1,0.4,0.127210729711298,0.0,0
54,1,0,1,2,0,24.9,20,56,0,2,0,25,1,5,3.0,,5.0,1,0,1,0.0,0.0401606425702811,0.2249999999999999,1
25,0,3,1,5,0,24.9,10,32,0,1,0,89,2,3,,,5.0,0,0,1,0.0,0.1429718875502008,0.1374999999999999,0
52,1,3,1,3,1,38.0,39,35,0,1,0,107,0,1,4.0,,1.5,1,0,1,0.0,0.1718875502008032,0.0,1
18,2,3,1,0,0,24.9,47,23,0,2,10,137,0,5,4.0,3.5,,1,1,0,0.3333333333333333,0.2578161703417443,0.0,0
38,0,3,1,0,0,24.9,15,16,0,0,0,5,1,1,2.5,2.5,,1,1,0,0.0,0.0080321285140562,0.0062499999999999,0
36,4,0,1,5,0,24.9,17,31,0,0,0,81,3,0,,,2.5,0,0,1,0.0,0.1301204819277108,0.0875,0
59,1,4,0,2,1,32.0,1,11,0,0,82,45,3,5,,3.0,2.5,0,1,1,2.7333333333333334,0.3817231188906569,0.0624999999999999,0
21,2,4,0,2,1,32.0,23,9,0,2,29,9,1,4,,,,0,0,0,0.9666666666666668,0.1238917935894521,0.0,0
23,1,3,0,2,2,38.0,7,34,0,0,0,80,3,3,4.0,,5.0,1,0,1,0.0,0.1285140562248996,0.1687499999999999,0
36,0,3,1,1,0,24.9,35,26,0,2,9,88,2,0,3.0,5.0,3.0,1,1,1,0.3,0.1753277259983329,0.0,0
56,4,3,0,2,2,38.0,13,12,0,3,65,86,0,0,4.0,3.0,,1,1,0,2.1666666666666665,0.3834356293096916,0.0,0
57,2,3,0,2,2,38.0,43,12,0,1,75,28,2,5,,,2.5,0,0,1,2.5,0.3279987876032431,0.0,0
25,0,3,1,3,1,38.0,23,12,0,0,56,133,0,4,,3.5,4.5,0,1,1,1.8666666666666667,0.4249753731908767,0.0,0
41,0,3,1,2,0,24.9,9,50,0,2,0,18,1,5,2.5,,1.0,1,0,1,0.0,0.0289156626506024,0.25625,1
30,2,4,1,5,0,24.9,14,18,0,1,38,138,2,3,4.0,5.0,,1,1,0,1.2666666666666666,0.3650829734030462,0.0249999999999999,0
35,1,3,0,2,2,38.0,2,25,0,0,10,38,1,2,4.0,,5.0,1,0,1,0.3333333333333333,0.098780025763431,0.14375,0
45,0,3,1,3,0,24.9,13,41,0,2,0,19,2,5,,,1.5,0,0,1,0.0,0.0305220883534136,0.175,1
26,0,3,1,4,0,24.9,48,13,0,2,53,74,3,5,,3.0,3.5,0,1,1,1.7666666666666666,0.3188755020080321,0.0,0
38,0,2,0,2,1,32.0,19,64,0,2,0,44,1,2,1.5,,5.0,1,0,1,0.0,0.0706827309236947,0.28125,1
38,1,3,1,3,0,24.9,2,8,0,0,20,118,2,2,4.5,,2.5,1,0,1,0.6666666666666666,0.2650299310449344,0.0375,0
48,0,3,1,1,1,38.0,19,2,0,1,64,100,3,2,1.5,3.5,2.5,1,1,1,2.1333333333333333,0.4021520042433886,0.0,0
27,0,3,0,2,0,22.0,3,42,0,2,0,203,0,3,4.5,,,1,0,0,0.0,0.3261044176706827,0.2437499999999999,1
33,2,0,1,2,0,24.9,2,18,0,0,70,103,2,5,4.0,4.0,2.5,1,1,1,2.333333333333333,0.4296127907857846,0.1,0
34,1,3,1,0,1,38.0,0,1,0,1,69,5,1,5,,,2.5,0,0,1,2.3,0.2684094870046222,0.0062499999999999,0
41,1,3,1,2,1,38.0,48,12,0,4,69,78,3,3,4.0,5.0,4.5,1,1,1,2.3,0.3856785633098432,0.0,0
50,4,3,0,2,2,38.0,28,52,0,2,0,19,1,1,1.5,,1.5,1,0,1,0.0,0.0305220883534136,0.15,1
39,1,4,1,4,1,38.0,2,19,0,0,50,98,3,5,4.0,,,1,0,0,1.6666666666666667,0.3461089641585209,0.10625,0
45,1,4,1,0,0,24.9,5,14,0,2,65,141,1,5,2.5,,,1,0,0,2.1666666666666665,0.4717890429643101,0.0562499999999999,0
37,0,3,1,1,1,38.0,2,31,0,0,0,203,1,2,4.0,,,1,0,0,0.0,0.3261044176706827,0.18125,0
18,0,0,1,2,0,24.9,1,0,0,0,69,15,3,2,,4.0,1.5,0,1,1,2.3,0.2844737440327347,0.0,0
46,1,0,1,4,0,24.9,16,8,0,1,30,45,2,5,4.0,4.0,4.0,1,1,1,1.0,0.1854967037963173,0.0,0
32,0,3,0,2,2,38.0,2,19,0,2,50,110,3,5,4.5,,,1,0,0,1.6666666666666667,0.3653860725922558,0.10625,0
45,1,1,1,3,2,49.9,7,11,1,2,68,70,0,0,3.5,,1.5,1,0,1,2.2666666666666666,0.3690535727816928,0.0249999999999999,0
18,1,3,1,2,0,24.9,10,49,0,2,0,164,1,3,,,3.5,0,0,1,0.0,0.2634538152610441,0.2437499999999999,1
18,0,2,0,2,2,38.0,15,6,0,2,86,110,2,5,,3.5,2.5,0,1,1,2.8666666666666667,0.5012351291960294,0.0,0
58,1,2,1,3,0,24.9,0,0,0,1,10,100,0,1,,,5.0,0,0,1,0.3333333333333333,0.1983784193377282,0.0,0
35,1,1,1,1,0,24.9,37,27,0,1,4,100,0,2,,,2.0,0,0,1,0.1333333333333333,0.175736909903766,0.0,0
55,1,2,0,2,2,38.0,7,13,0,1,6,19,3,2,2.0,1.0,2.5,1,1,1,0.2,0.0531635977873759,0.0375,0
52,0,1,1,2,1,38.0,4,104,0,2,0,35,0,0,1.5,,1.5,1,0,1,0.0,0.0562248995983935,0.625,1
18,1,3,0,2,2,38.0,9,29,0,2,13,96,3,2,4.0,4.0,5.0,1,1,1,0.4333333333333333,0.2032734712434644,0.125,0
31,1,0,1,2,1,38.0,27,5,0,3,62,60,3,5,4.0,,1.5,1,0,1,2.066666666666667,0.3303478063196181,0.0,0
36,0,4,1,4,1,38.0,18,8,0,3,0,80,3,3,,4.5,2.5,0,1,1,0.0,0.1285140562248996,0.0,0
20,0,2,1,3,1,38.0,3,38,0,0,0,107,0,5,4.5,,2.0,1,0,1,0.0,0.1718875502008032,0.21875,1
24,1,3,1,3,0,24.9,28,33,0,1,0,5,1,2,4.5,,3.5,1,0,1,0.0,0.0080321285140562,0.0312499999999999,0
72,0,3,1,0,0,24.9,0,1,0,2,16,182,0,3,,5.0,5.0,0,1,1,0.5333333333333333,0.3527468364022126,0.0062499999999999,0
67,1,3,1,3,0,24.9,7,18,0,1,120,48,0,4,4.0,,2.5,1,0,1,4.0,0.5299386224141851,0.06875,0
52,0,4,0,2,1,32.0,11,64,0,7,0,38,1,1,2.5,,3.0,1,0,1,0.0,0.0610441767068273,0.33125,1
37,1,0,0,2,2,38.0,2,20,0,4,49,51,1,5,4.5,,3.5,1,0,1,1.6333333333333333,0.266833371220732,0.1125,0
47,1,3,1,5,0,24.9,15,24,0,0,12,95,2,0,4.0,4.0,2.5,1,1,1,0.4,0.1978934606349928,0.0562499999999999,0
31,0,3,1,2,0,24.9,2,19,0,2,67,67,3,5,3.5,,,1,0,0,2.2333333333333334,0.3604607107675987,0.10625,0
44,0,4,0,2,0,22.0,38,10,0,0,78,85,2,1,4.0,5.0,4.0,1,1,1,2.6,0.4308858073804652,0.0,0
19,0,4,0,2,2,38.0,2,5,0,1,69,64,3,5,,3.0,,0,1,0,2.3,0.3631886034704857,0.01875,0
41,4,4,0,2,2,38.0,6,10,0,2,43,98,1,2,,4.5,4.0,0,1,1,1.4333333333333331,0.3196938698188982,0.025,0
27,1,3,1,0,1,38.0,48,21,0,2,13,28,2,5,4.0,3.0,3.0,1,1,1,0.4333333333333333,0.0940365234522997,0.0,0
46,1,3,1,2,0,24.9,14,14,0,4,68,14,2,2,,,,0,0,0,2.2666666666666666,0.2790937334242631,0.0,0
34,1,3,1,2,1,38.0,20,20,0,1,90,131,3,2,3.5,3.5,3.0,1,1,1,3.0,0.5500644085777071,0.0,0
33,1,3,1,3,0,24.9,15,19,0,3,58,134,2,3,4.0,3.5,4.5,1,1,1,1.9333333333333331,0.4341289687050087,0.0249999999999999,0
53,0,4,1,3,0,24.9,42,40,0,0,0,107,1,1,4.0,,5.0,1,0,1,0.0,0.1718875502008032,0.0,1
33,1,0,1,1,0,24.9,39,59,0,0,0,42,3,1,,,5.0,0,0,1,0.0,0.0674698795180722,0.1249999999999999,1
50,0,2,1,2,0,24.9,48,32,0,1,0,86,1,2,,,4.5,0,0,1,0.0,0.138152610441767,0.0,0
59,0,4,1,5,1,38.0,48,33,0,0,0,21,2,5,2.0,,,1,0,0,0.0,0.0337349397590361,0.0,0
30,0,4,1,2,0,24.9,2,19,0,2,45,121,2,2,4.5,,4.5,1,0,1,1.5,0.3641888307948776,0.10625,0
52,1,3,0,2,2,38.0,12,25,0,1,26,76,3,5,4.0,4.0,3.5,1,1,1,0.8666666666666667,0.2202015609608244,0.08125,0
61,4,3,1,2,2,49.9,3,30,0,1,4,41,1,1,3.0,,1.0,1,0,1,0.1333333333333333,0.0809577934379025,0.1687499999999999,0
38,0,3,0,2,1,32.0,10,32,0,0,0,155,2,4,4.5,,2.0,1,0,1,0.0,0.2489959839357429,0.1374999999999999,0
63,0,4,1,2,1,38.0,18,12,0,2,54,18,2,2,4.0,,,1,0,0,1.8,0.2326892475562627,0.0,0
67,1,3,1,3,1,38.0,47,51,0,0,0,47,2,2,2.0,,4.0,1,0,1,0.0,0.0755020080321285,0.025,1
27,1,3,1,2,2,49.9,48,11,0,1,57,63,1,5,4.0,5.0,3.0,1,1,1,1.9,0.3162991588997499,0.0,0
40,0,1,0,2,2,38.0,5,22,0,1,5,15,2,0,1.0,,1.0,1,0,1,0.1666666666666666,0.0429643100704705,0.1062499999999999,0
49,4,1,1,4,0,24.9,5,14,0,4,66,127,0,5,4.0,,,1,0,0,2.2,0.453072668030613,0.0562499999999999,0
35,0,3,0,2,2,38.0,48,4,0,3,71,92,1,5,,5.0,1.5,0,1,1,2.3666666666666667,0.4157156929605213,0.0,0
40,0,4,1,2,0,24.9,5,52,0,1,0,92,2,2,1.0,,,1,0,0,0.0,0.1477911646586345,0.29375,1
30,1,3,0,2,2,38.0,7,61,0,2,0,6,3,2,,,4.0,0,0,1,0.0,0.0096385542168674,0.3374999999999999,1
21,2,3,0,2,0,22.0,9,19,0,0,48,52,3,2,4.0,,2.0,1,0,1,1.6,0.2646662120178829,0.0625,0
40,1,3,1,2,0,24.9,7,16,0,5,86,144,1,2,,4.0,5.0,0,1,1,2.8666666666666667,0.5558536030916117,0.0562499999999999,0
39,0,1,1,2,0,24.9,3,19,0,1,15,28,3,1,2.0,,1.0,1,0,1,0.5,0.1015836932636205,0.0999999999999999,0
78,0,4,1,5,1,38.0,11,7,0,1,118,70,1,3,,3.0,2.5,0,1,1,3.933333333333333,0.5577328180647116,0.0,0
22,1,1,1,2,0,24.9,48,27,0,2,8,118,1,3,5.0,3.5,1.0,1,1,1,0.2666666666666666,0.2197469121770099,0.0,0
47,0,3,1,3,0,24.9,6,57,0,0,0,34,3,1,2.0,,2.0,1,0,1,0.0,0.0546184738955823,0.31875,1
37,1,3,1,4,0,24.9,24,29,0,2,8,78,1,2,,,1.0,0,0,1,0.2666666666666666,0.1554898840645601,0.03125,0
48,1,3,1,3,2,49.9,27,33,0,2,0,80,2,5,4.0,,,1,0,0,0.0,0.1285140562248996,0.0375,0
75,1,3,1,2,0,24.9,4,27,0,2,2,7,0,2,4.0,5.0,1.0,1,1,1,0.0666666666666666,0.0187921497309994,0.14375,0
46,2,4,1,0,0,24.9,14,13,0,2,13,43,1,2,2.0,,4.5,1,0,1,0.4333333333333333,0.1181329089944684,0.0,0
59,1,4,0,2,2,38.0,5,57,0,0,0,46,3,5,2.0,,1.5,1,0,1,0.0,0.0738955823293172,0.3249999999999999,1
25,4,1,0,2,2,38.0,5,34,0,2,0,88,2,3,,,,0,0,0,0.0,0.1413654618473895,0.1812499999999999,0
18,1,1,1,3,1,38.0,46,42,0,2,0,42,0,2,5.0,,,1,0,0,0.0,0.0674698795180722,0.0,1
21,0,3,1,2,2,49.9,1,2,0,1,42,40,1,2,,,1.0,0,0,1,1.4,0.2227475941501856,0.0062499999999999,0
32,1,0,1,5,0,24.9,22,25,0,2,8,62,2,1,,3.5,1.5,0,1,1,0.2666666666666666,0.1297870728195802,0.01875,0
47,4,1,1,2,0,24.9,6,22,0,4,10,128,1,0,4.0,4.5,5.0,1,1,1,0.3333333333333333,0.2433583390164431,0.0999999999999999,0
28,0,4,0,2,1,32.0,1,18,1,1,63,102,3,4,,,3.0,0,0,1,2.1,0.4015912707433507,0.10625,0
30,0,1,1,1,0,24.9,0,1,0,2,2,44,2,2,,,1.5,0,0,1,0.0666666666666666,0.0782299007350155,0.0062499999999999,0
47,1,1,1,2,1,38.0,2,48,0,1,0,21,0,5,,,3.0,0,0,1,0.0,0.0337349397590361,0.2875,1
55,1,1,0,2,1,32.0,0,0,0,1,88,138,3,5,,4.0,3.5,0,1,1,2.933333333333333,0.553762218686065,0.0,0
31,1,3,1,2,1,38.0,9,34,0,0,0,19,1,5,2.0,,2.0,1,0,1,0.0,0.0305220883534136,0.1562499999999999,0
63,4,1,1,5,2,49.9,13,26,0,5,3,27,0,2,,2.5,2.5,0,1,1,0.1,0.0546942486928847,0.08125,0
32,0,3,1,5,2,49.9,2,55,0,1,0,127,0,1,,,4.5,0,0,1,0.0,0.2040160642570281,0.3312499999999999,1
39,1,1,1,3,0,24.9,18,12,0,0,71,50,1,3,4.0,,4.0,1,0,1,2.3666666666666667,0.348245813442449,0.0,0
52,1,3,1,3,0,24.9,8,22,0,1,18,49,2,2,4.0,,,1,0,0,0.6,0.1466393877396378,0.0875,0
52,1,1,1,2,0,24.9,48,17,0,0,0,74,3,3,4.0,,2.5,1,0,1,0.0,0.1188755020080321,0.0,0
58,1,4,1,4,0,24.9,0,0,0,1,90,79,3,2,,4.5,5.0,0,1,1,3.0,0.4665302720315223,0.0,0
52,1,3,1,2,0,24.9,6,26,0,3,12,36,3,0,,5.0,3.0,0,1,1,0.4,0.1031143441691293,0.125,0
52,0,3,1,1,0,24.9,2,28,0,3,9,84,1,3,5.0,,1.0,1,0,1,0.3,0.1689020231870879,0.1624999999999999,0
50,2,3,1,2,0,24.9,20,16,0,3,9,33,1,5,,,2.0,0,0,1,0.3,0.0869743123437144,0.0,0
39,4,1,1,2,0,24.9,0,0,0,2,18,26,2,3,,,2.5,0,0,1,0.6,0.1096915965749791,0.0,0
35,4,4,1,2,0,24.9,2,9,0,0,84,56,3,5,,4.0,,0,1,0,2.8,0.4069409714329014,0.04375,0
34,1,3,1,3,0,24.9,48,19,0,1,85,116,3,5,2.0,3.5,,1,1,0,2.833333333333333,0.5071000985072365,0.0,0
43,4,3,1,5,1,38.0,8,25,0,1,13,197,2,3,4.0,3.5,5.0,1,1,1,0.4333333333333333,0.3655224672274001,0.10625,0
48,0,0,1,5,0,24.9,0,1,0,3,91,95,2,2,,3.5,,0,1,0,3.033333333333333,0.4960066681821626,0.0062499999999999,0
34,2,4,1,2,0,24.9,15,8,0,0,46,85,3,1,4.0,3.5,4.0,1,1,1,1.5333333333333334,0.3101310903993332,0.0,0
19,0,2,0,2,2,38.0,20,14,0,2,77,30,2,1,4.0,,1.5,1,0,1,2.566666666666667,0.3387588088201864,0.0,0
20,1,1,1,5,0,24.9,1,29,0,0,12,108,1,1,,3.0,2.0,0,1,1,0.4,0.218776994771539,0.175,0
31,1,3,0,2,2,38.0,11,26,0,2,2,33,1,5,2.0,,,1,0,0,0.0666666666666666,0.0605592180040918,0.09375,0
47,1,1,1,3,1,38.0,1,12,1,1,70,89,0,5,,,1.0,0,0,1,2.333333333333333,0.4071228309464272,0.0687499999999999,0
19,0,1,0,2,2,38.0,31,57,0,1,0,54,3,1,3.5,,4.5,1,0,1,0.0,0.0867469879518072,0.1624999999999999,1
18,0,4,1,4,0,24.9,1,21,0,0,12,47,1,0,,5.0,5.0,0,1,1,0.4,0.120785026900053,0.1249999999999999,0
21,0,3,1,1,0,24.9,47,6,0,0,65,90,1,2,3.0,3.0,1.0,1,1,1,2.1666666666666665,0.3898613321209365,0.0,0
48,1,3,0,2,2,38.0,48,3,1,1,96,82,0,5,,3.0,2.5,0,1,1,3.2,0.4939910585739183,0.0,0
56,2,3,0,2,2,38.0,0,1,0,2,56,98,0,3,,,,0,0,0,1.8666666666666667,0.3687504735924831,0.0062499999999999,0
57,0,4,1,1,1,38.0,3,12,0,2,58,47,0,5,4.0,,4.0,1,0,1,1.9333333333333331,0.2943699325604303,0.0562499999999999,0
18,0,2,0,2,2,38.0,26,43,0,2,0,98,3,5,4.5,,,1,0,0,0.0,0.157429718875502,0.10625,1
46,1,1,1,2,0,24.9,15,50,0,3,0,19,3,5,5.0,,2.0,1,0,1,0.0,0.0305220883534136,0.21875,1
40,1,3,1,5,1,38.0,8,21,0,0,9,85,3,4,,4.5,3.5,0,1,1,0.3,0.1705084488898992,0.0812499999999999,0
48,1,4,1,1,0,24.9,4,15,0,2,102,26,1,0,4.0,4.0,5.0,1,1,1,3.4,0.4266727286504508,0.0687499999999999,0
27,1,3,1,5,0,24.9,48,9,0,0,52,169,3,2,4.0,5.0,1.0,1,1,1,1.7333333333333334,0.46771235886944,0.0,0
53,1,2,1,2,0,24.9,16,19,0,1,71,109,3,3,,,3.5,0,0,1,2.3666666666666667,0.4430249299083125,0.01875,0
48,2,1,1,1,0,24.9,48,9,0,0,86,138,2,1,4.5,5.0,,1,1,0,2.8666666666666667,0.5462150488747443,0.0,0
34,3,1,1,5,0,24.9,3,31,0,0,0,103,0,5,,,2.0,0,0,1,0.0,0.1654618473895582,0.175,0
61,0,4,1,1,1,38.0,4,83,0,1,0,97,3,1,5.0,,1.0,1,0,1,0.0,0.1558232931726907,0.49375,1
28,1,1,0,2,2,38.0,2,28,0,2,9,20,0,2,4.0,3.0,3.5,1,1,1,0.3,0.0660907782071683,0.1624999999999999,0
25,2,4,0,2,1,32.0,5,12,0,2,18,114,1,2,,,2.0,0,0,1,0.6,0.2510570584223687,0.04375,0
30,0,3,0,2,2,38.0,5,62,0,2,0,96,0,2,,,1.5,0,0,1,0.0,0.1542168674698795,0.35625,1
27,0,0,1,1,2,49.9,15,33,0,2,0,45,1,3,2.5,,2.0,1,0,1,0.0,0.072289156626506,0.1124999999999999,0
44,1,2,1,1,0,24.9,42,18,0,2,46,113,3,1,4.0,5.0,4.0,1,1,1,1.5333333333333334,0.355111010078048,0.0,0
43,4,1,1,1,0,24.9,27,49,0,0,0,126,1,5,,,,0,0,0,0.0,0.2024096385542168,0.1374999999999999,1
49,0,3,1,5,0,24.9,14,12,0,1,70,94,2,5,4.0,4.0,4.0,1,1,1,2.333333333333333,0.4151549594604834,0.0,0
56,0,3,1,5,1,38.0,13,46,0,1,0,5,2,2,3.0,,,1,0,0,0.0,0.0080321285140562,0.20625,1
53,0,3,1,1,2,49.9,11,31,0,0,0,16,3,0,3.0,,,1,0,0,0.0,0.0257028112449799,0.125,0
45,0,1,1,2,1,38.0,14,56,1,0,0,95,1,5,4.0,,1.0,1,0,1,0.0,0.1526104417670682,0.2624999999999999,1
29,0,0,0,2,2,38.0,5,61,0,2,0,23,1,5,2.0,,4.0,1,0,1,0.0,0.0369477911646586,0.3499999999999999,1
41,0,3,0,2,1,32.0,11,52,0,1,0,35,0,0,2.0,,2.5,1,0,1,0.0,0.0562248995983935,0.25625,1
19,1,0,0,2,2,38.0,37,19,0,0,52,119,1,3,3.5,3.0,4.0,1,1,1,1.7333333333333334,0.3873910737288777,0.0,0
18,2,3,1,2,1,38.0,20,32,0,0,0,86,3,5,,,2.0,0,0,1,0.0,0.138152610441767,0.0749999999999999,0
58,2,4,1,1,1,38.0,1,5,0,0,62,71,3,5,,,4.5,0,0,1,2.066666666666667,0.3480184890505418,0.025,0
18,1,4,1,1,0,24.9,10,71,1,0,0,25,1,4,1.5,,,1,0,0,0.0,0.0401606425702811,0.3812499999999999,1
28,0,0,1,0,1,38.0,7,41,0,1,0,20,3,2,2.0,,2.5,1,0,1,0.0,0.0321285140562249,0.2124999999999999,1
18,0,1,1,3,0,24.9,4,52,0,1,0,7,2,0,3.5,,4.5,1,0,1,0.0,0.0112449799196787,0.3,1
54,1,2,1,1,0,24.9,6,33,0,2,0,31,3,5,2.0,,1.0,1,0,1,0.0,0.0497991967871485,0.1687499999999999,0
20,0,3,1,2,0,24.9,9,19,0,3,7,5,3,2,2.0,1.0,2.5,1,1,1,0.2333333333333333,0.0344472228536788,0.0625,0
35,0,4,1,1,0,24.9,3,32,0,1,0,69,1,0,1.5,,1.0,1,0,1,0.0,0.1108433734939759,0.18125,0
47,4,1,1,3,0,24.9,10,17,0,0,104,107,1,0,,,2.5,0,0,1,3.466666666666667,0.5643403803894824,0.0437499999999999,0
81,2,4,1,1,0,24.9,21,24,0,1,18,102,1,3,,3.5,4.5,0,1,1,0.6,0.2317799499886337,0.0187499999999999,0
45,0,4,0,2,2,38.0,1,19,0,1,22,43,3,5,,5.0,3.5,0,1,1,0.7333333333333333,0.1520951731454118,0.1124999999999999,0
42,4,3,1,3,0,24.9,8,49,0,3,0,42,1,5,2.0,,1.0,1,0,1,0.0,0.0674698795180722,0.25625,1
62,0,4,1,1,1,38.0,13,32,0,1,0,107,2,5,4.0,,5.0,1,0,1,0.0,0.1718875502008032,0.11875,0
43,1,3,0,2,1,32.0,22,12,0,0,42,5,3,5,,3.0,4.0,0,1,1,1.4,0.166522694551792,0.0,0
30,0,3,1,0,1,38.0,42,10,0,1,65,87,3,5,4.0,,,1,0,0,2.1666666666666665,0.3850420550125029,0.0,0
24,0,1,1,0,0,24.9,1,14,0,0,23,80,3,2,,4.0,3.5,0,1,1,0.7666666666666667,0.2153065090550883,0.0812499999999999,0
26,1,3,0,2,0,22.0,13,38,0,1,0,72,1,2,2.5,,,1,0,0,0.0,0.1156626506024096,0.15625,1
23,0,3,1,4,1,38.0,21,45,0,2,0,96,2,5,4.0,,1.0,1,0,1,0.0,0.1542168674698795,0.15,1
26,1,3,1,1,0,24.9,16,20,0,0,18,33,3,1,,,4.5,0,0,1,0.6,0.1209365764946578,0.025,0
55,0,3,1,1,1,38.0,30,21,1,2,13,142,0,2,,,1.0,0,0,1,0.4333333333333333,0.2771690535727817,0.0,0
18,4,3,1,5,0,24.9,2,9,0,4,51,78,3,2,4.0,3.5,3.5,1,1,1,1.7,0.3177540350079563,0.04375,0
45,1,3,0,2,1,32.0,1,29,1,1,0,16,0,1,,2.5,1.5,0,1,1,0.0,0.0257028112449799,0.175,0
55,1,3,0,2,2,38.0,4,35,0,1,0,97,3,5,4.5,,1.5,1,0,1,0.0,0.1558232931726907,0.19375,1
39,2,4,1,1,0,24.9,5,14,0,1,74,97,0,2,3.5,,4.0,1,0,1,2.466666666666667,0.4350685761915587,0.0562499999999999,0
38,1,0,0,2,2,38.0,21,26,0,1,7,95,1,1,4.0,,1.5,1,0,1,0.2333333333333333,0.1790255361066909,0.03125,0
18,1,3,0,2,2,38.0,2,15,0,3,104,95,1,2,2.0,,4.0,1,0,1,3.466666666666667,0.5450632719557476,0.0812499999999999,0
50,1,3,1,1,0,24.9,21,11,0,0,46,121,3,1,4.0,4.0,,1,1,0,1.5333333333333334,0.367962415700538,0.0,0
37,0,0,1,1,2,49.9,5,17,0,1,47,66,1,2,4.0,4.0,2.0,1,1,1,1.5666666666666669,0.2833825869515799,0.0749999999999999,0
18,0,1,1,1,1,38.0,24,75,0,2,0,5,2,0,2.5,,2.0,1,0,1,0.0,0.0080321285140562,0.31875,1
45,1,4,0,2,2,38.0,20,30,0,1,14,124,0,2,4.0,,3.0,1,0,1,0.4666666666666667,0.2520269758278396,0.0624999999999999,0
35,0,1,1,3,0,24.9,42,44,0,0,0,29,3,5,2.0,,3.5,1,0,1,0.0,0.0465863453815261,0.0124999999999999,1
38,1,3,1,2,0,24.9,35,55,0,1,0,30,1,3,2.0,,1.0,1,0,1,0.0,0.0481927710843373,0.1249999999999999,1
43,2,4,1,1,1,38.0,13,18,0,1,30,125,3,2,,,3.0,0,0,1,1.0,0.314010760021217,0.03125,0
52,1,0,0,2,2,38.0,1,18,0,0,52,107,1,1,,,2.5,0,0,1,1.7333333333333334,0.3681139652951428,0.10625,0
18,1,4,0,2,1,32.0,3,38,1,2,0,86,1,5,3.5,,5.0,1,0,1,0.0,0.138152610441767,0.21875,1
59,1,3,0,2,1,32.0,19,10,0,2,60,105,3,5,4.0,3.0,3.0,1,1,1,2.0,0.3950897931348034,0.0,0
67,0,2,1,2,0,24.9,21,40,0,2,0,130,0,2,4.0,,5.0,1,0,1,0.0,0.2088353413654619,0.11875,1
35,4,1,1,1,0,24.9,3,4,0,0,20,80,3,2,4.5,4.0,,1,1,0,0.6666666666666666,0.2039857543381071,0.0062499999999999,0
27,1,3,1,1,1,38.0,24,10,0,0,78,62,1,2,2.0,3.5,2.5,1,1,1,2.6,0.3939380162158066,0.0,0
29,0,2,1,5,0,24.9,18,60,0,0,0,40,1,2,1.0,,,1,0,0,0.0,0.0642570281124498,0.2624999999999999,1
65,1,4,1,5,1,38.0,12,25,1,1,5,5,1,1,,2.0,1.0,0,1,1,0.1666666666666666,0.0269000530423581,0.08125,0
31,0,4,1,1,1,38.0,0,1,0,0,96,181,0,2,,,,0,0,0,3.2,0.6530272031522315,0.0062499999999999,0
18,2,3,1,3,1,38.0,20,57,0,4,0,50,3,3,2.5,,5.0,1,0,1,0.0,0.0803212851405622,0.2312499999999999,1
39,0,4,0,2,2,38.0,1,16,0,0,24,82,3,5,,,3.0,0,0,1,0.8,0.2222929453663711,0.0937499999999999,0
